ISSN,PMID,DOI,Available on ScienceDirect,Available on PubMed Central,Available on LibGen
1362-1017,37041106,10.1111/nicc.12915,False,None,None
1362-1017,37036244,10.1111/nicc.12914,False,None,None
1362-1017,37017370,10.1111/nicc.12883,False,None,None
1362-1017,37016834,10.1111/nicc.12908,False,None,None
1362-1017,37012638,10.1111/nicc.12906,False,None,None
1362-1017,37002832,10.1111/nicc.12907,False,None,None
1362-1017,36987592,10.1111/nicc.12905,False,None,None
1362-1017,36945768,10.1111/nicc.12898,False,None,None
1362-1017,36938931,10.1111/nicc.12897,False,None,None
1362-1017,36929678,10.1111/nicc.12896,False,None,None
1362-1017,36850056,10.1111/nicc.12890,False,None,None
1362-1017,36843490,10.1111/nicc.12892,False,None,None
1362-1017,36843489,10.1111/nicc.12894,False,None,None
1362-1017,36843488,10.1111/nicc.12893,False,None,None
1362-1017,36740588,10.1111/nicc.12889,False,None,None
1362-1017,36734214,10.1111/nicc.12887,False,None,None
1362-1017,36717119,10.1111/nicc.12888,False,None,None
1362-1017,36715235,10.1111/nicc.12882,False,None,None
1362-1017,36715234,10.1111/nicc.12874,False,None,None
1362-1017,36715233,10.1111/nicc.12884,False,None,None
1362-1017,36626896,10.1111/nicc.12872,False,None,None
1362-1017,36593739,10.1111/nicc.12873,False,None,None
1362-1017,36585813,10.1111/nicc.12870,False,None,None
1362-1017,36585799,10.1111/nicc.12876,False,None,None
1362-1017,36579384,10.1111/nicc.12879,False,None,None
1362-1017,36575807,10.1111/nicc.12871,False,PMC9880746,None
1362-1017,36567483,10.1111/nicc.12878,False,None,None
1362-1017,36564888,10.1111/nicc.12877,False,None,None
1362-1017,36541355,10.1111/nicc.12867,False,PMC9877659,None
1362-1017,36541012,10.1111/nicc.12875,False,None,None
1362-1017,36484456,10.1111/nicc.12869,False,None,None
1362-1017,36464804,10.1111/nicc.12858,False,None,None
1362-1017,36458458,10.1111/nicc.12868,False,None,None
1362-1017,36450697,10.1111/nicc.12859,False,None,None
1362-1017,36450695,10.1111/nicc.12853,False,None,None
1362-1017,36443064,10.1111/nicc.12864,False,None,None
1362-1017,36428235,10.1111/nicc.12860,False,None,None
1362-1017,36418164,10.1111/nicc.12861,False,None,None
1362-1017,36414015,10.1111/nicc.12863,False,None,None
1362-1017,36404271,10.1111/nicc.12862,False,None,None
1362-1017,36336353,10.1111/nicc.12854,False,None,None
1362-1017,36325990,10.1111/nicc.12855,False,None,None
1362-1017,36208010,10.1111/nicc.12850,False,PMC9874595,None
1362-1017,36151585,10.1111/nicc.12841,False,None,None
1362-1017,36054698,10.1111/nicc.12839,False,None,None
1362-1017,35920678,10.1111/nicc.12831,False,None,None
1362-1017,35896444,10.1111/nicc.12826,False,None,None
1362-1017,35833675,10.1111/nicc.12817,False,None,None
1362-1017,35833305,10.1111/nicc.12819,False,None,None
1362-1017,35821613,10.1111/nicc.12820,False,PMC9350110,None
1362-1017,35801367,10.1111/nicc.12816,False,None,None
1362-1017,35789147,10.1111/nicc.12814,False,None,None
1362-1017,35733409,10.1111/nicc.12810,False,None,None
1362-1017,35726841,10.1111/nicc.12809,False,PMC10084175,None
1362-1017,35649531,10.1111/nicc.12785,False,None,None
1362-1017,35647738,10.1111/nicc.12781,False,None,None
1362-1017,35641018,10.1111/nicc.12788,False,None,None
1362-1017,35599352,10.1111/nicc.12783,False,PMC9348431,None
1362-1017,35561020,10.1111/nicc.12779,False,PMC9348004,None
1362-1017,35534433,10.1111/nicc.12774,False,None,None
1362-1017,35434930,10.1111/nicc.12777,False,None,None
1362-1017,35396917,10.1111/nicc.12764,False,None,None
1362-1017,35384173,10.1111/nicc.12770,False,None,None
1362-1017,35384172,10.1111/nicc.12772,False,PMC9115491,None
1362-1017,35362171,10.1111/nicc.12768,False,PMC9115488,None
1362-1017,35315181,10.1111/nicc.12769,False,None,None
1362-1017,35212087,10.1111/nicc.12767,False,None,None
1362-1017,35191161,10.1111/nicc.12761,False,None,None
1362-1017,35174952,10.1111/nicc.12759,False,PMC9115490,None
1362-1017,35146848,10.1111/nicc.12744,False,None,None
1362-1017,35118750,10.1111/nicc.12757,False,None,None
1362-1017,35088491,10.1111/nicc.12754,False,None,None
1362-1017,35052018,10.1111/nicc.12750,False,None,None
1362-1017,35048476,10.1111/nicc.12753,False,None,None
1362-1017,35023244,10.1111/nicc.12748,False,None,None
1362-1017,35021259,10.1111/nicc.12751,False,None,None
1362-1017,34994034,10.1111/nicc.12740,False,None,None
1362-1017,34989068,10.1111/nicc.12743,False,PMC10078777,None
1362-1017,34989060,10.1111/nicc.12734,False,None,None
1362-1017,34964216,10.1111/nicc.12738,False,None,None
1362-1017,34962022,10.1111/nicc.12745,False,None,None
1362-1017,34931413,10.1111/nicc.12742,False,None,None
1362-1017,34889484,10.1111/nicc.12735,False,None,None
1362-1017,34889010,10.1111/nicc.12739,False,None,None
1362-1017,34882918,10.1111/nicc.12737,False,None,None
1362-1017,34855285,10.1111/nicc.12736,False,None,None
1362-1017,34783137,10.1111/nicc.12731,False,None,None
1362-1017,34783134,10.1111/nicc.12732,False,None,None
1362-1017,34766423,10.1111/nicc.12728,False,None,None
1362-1017,34699685,10.1111/nicc.12716,False,None,None
1362-1017,34665511,10.1111/nicc.12723,False,None,None
1362-1017,34585485,10.1111/nicc.12718,False,None,None
1362-1017,34580949,10.1111/nicc.12685,False,PMC8662271,None
1362-1017,34545671,10.1111/nicc.12711,False,None,None
1362-1017,34533264,10.1111/nicc.12717,False,None,None
1362-1017,34532925,10.1111/nicc.12715,False,None,None
1362-1017,34505332,10.1111/nicc.12712,False,None,None
1362-1017,34463007,10.1111/nicc.12708,False,PMC8662302,None
1362-1017,34425024,10.1111/nicc.12705,False,None,None
1362-1017,34418247,10.1111/nicc.12706,False,None,None
1362-1017,34323346,10.1111/nicc.12687,False,None,None
1362-1017,34323345,10.1111/nicc.12677,False,PMC8447438,None
1362-1017,34323344,10.1111/nicc.12686,False,None,None
1362-1017,34261191,10.1111/nicc.12679,False,None,None
1362-1017,34216412,10.1111/nicc.12676,False,None,None
1362-1017,33655626,10.1111/nicc.12611,False,None,None
1362-1017,32969127,10.1111/nicc.12557,False,None,http://176.119.25.72/scimag/83764461/Nurse%20education%20to%20reduce%20physical%20restraints%20use%20in%0D%20%20%20%20%20%20%20%20%20%20%20%20%20%20_scp_ICU__scp_%0D%20%20%20%20%20%20%20%20%20%20%20%20%20%20_%20A%20scoping%20review%20%28Nursing%20in%20Critical%20Care%29%20%282020%29.pdf
1362-1017,32602249,10.1111/nicc.12524,False,PMC10078683,http://176.119.25.72/scimag/82615201/Targeted%20temperature%20management%20in%20acute%20liver%20failure_%20A%20systematic%20review%20%28Nursing%20in%20Critical%20Care%29%20%282020%29.pdf
1526-9523,37496377,10.1111/jmwh.13553,False,None,None
1526-9523,37486773,10.1111/jmwh.13548,False,None,None
1526-9523,37486606,10.1111/jmwh.13543,False,None,None
1526-9523,37486602,10.1111/jmwh.13546,False,None,None
1526-9523,37485812,10.1111/jmwh.13544,False,None,None
1526-9523,37485786,10.1111/jmwh.13552,False,None,None
1526-9523,37485766,10.1111/jmwh.13547,False,None,None
1526-9523,37394902,10.1111/jmwh.13541,False,None,None
1526-9523,37394901,10.1111/jmwh.13540,False,None,None
1526-9523,37387684,10.1111/jmwh.13542,False,None,None
1526-9523,37366627,10.1111/jmwh.13509,False,None,None
1526-9523,37358392,10.1111/jmwh.13539,False,None,None
1526-9523,37358371,10.1111/jmwh.13537,False,None,None
1526-9523,37354043,10.1111/jmwh.13528,False,None,None
1526-9523,37354040,10.1111/jmwh.13527,False,None,None
1526-9523,37335817,10.1111/jmwh.13530,False,None,None
1526-9523,37310700,10.1111/jmwh.13504,False,None,None
1526-9523,37310699,10.1111/jmwh.13521,False,None,None
1526-9523,37300322,10.1111/jmwh.13529,False,None,None
1526-9523,37294101,10.1111/jmwh.13518,False,None,None
1526-9523,37289005,10.1111/jmwh.13515,False,None,None
1526-9523,37288834,10.1111/jmwh.13525,False,None,None
1526-9523,37288822,10.1111/jmwh.13520,False,None,None
1526-9523,37288762,10.1111/jmwh.13513,False,None,None
1526-9523,37283414,10.1111/jmwh.13511,False,None,None
1526-9523,37283369,10.1111/jmwh.13512,False,None,None
1526-9523,37283280,10.1111/jmwh.13510,False,None,None
1526-9523,37255220,10.1111/jmwh.13524,False,None,None
1526-9523,37255079,10.1111/jmwh.13516,False,None,None
1526-9523,37255033,10.1111/jmwh.13523,False,None,None
1526-9523,37254462,10.1111/jmwh.13522,False,None,None
1526-9523,37254461,10.1111/jmwh.13519,False,None,None
1526-9523,37254457,10.1111/jmwh.13526,False,None,None
1526-9523,37221977,10.1111/jmwh.13514,False,None,None
1526-9523,37221942,10.1111/jmwh.13503,False,None,None
1526-9523,37218676,10.1111/jmwh.13502,False,None,None
1526-9523,37218427,10.1111/jmwh.13506,False,None,None
1526-9523,37212532,10.1111/jmwh.13507,False,None,None
1526-9523,37202902,10.1111/jmwh.13508,False,None,None
1526-9523,37199318,10.1111/jmwh.13517,False,None,None
1526-9523,37158479,10.1111/jmwh.13499,False,None,None
1526-9523,37114664,10.1111/jmwh.13501,False,None,None
1526-9523,37114662,10.1111/jmwh.13497,False,None,None
1526-9523,37114625,10.1111/jmwh.13500,False,None,None
1526-9523,37092842,10.1111/jmwh.13498,False,None,None
1526-9523,37073545,10.1111/jmwh.13491,False,None,None
1526-9523,37073543,10.1111/jmwh.13487,False,None,None
1526-9523,37066597,10.1111/jmwh.13474,False,None,None
1526-9523,37057730,10.1111/jmwh.13493,False,None,None
1526-9523,37042448,10.1111/jmwh.13492,False,None,None
1526-9523,37039553,10.1111/jmwh.13482,False,None,None
1526-9523,37039552,10.1111/jmwh.13483,False,None,None
1526-9523,37039551,10.1111/jmwh.13488,False,None,None
1526-9523,37026569,10.1111/jmwh.13494,False,None,None
1526-9523,37026567,10.1111/jmwh.13486,False,None,None
1526-9523,37025066,10.1111/jmwh.13489,False,None,None
1526-9523,37017331,10.1111/jmwh.13490,False,None,None
1526-9523,37010188,10.1111/jmwh.13485,False,None,None
1526-9523,36965181,10.1111/jmwh.13484,False,None,None
1526-9523,36938758,10.1111/jmwh.13473,False,None,None
1526-9523,36912269,10.1111/jmwh.13480,False,None,None
1526-9523,36905175,10.1111/jmwh.13481,False,None,None
1526-9523,36899472,10.1111/jmwh.13471,False,None,None
1526-9523,36859814,10.1111/jmwh.13478,False,None,None
1526-9523,36855030,10.1111/jmwh.13479,False,None,None
1526-9523,36811227,10.1111/jmwh.13475,False,PMC10089962,None
1526-9523,36789484,10.1111/jmwh.13477,False,None,None
1526-9523,36754858,10.1111/jmwh.13476,False,None,None
1526-9523,36754857,10.1111/jmwh.13470,False,None,None
1526-9523,36754856,10.1111/jmwh.13468,False,None,None
1526-9523,36754855,10.1111/jmwh.13469,False,None,None
1526-9523,36754854,10.1111/jmwh.13433,False,PMC10099225,None
1526-9523,36734375,10.1111/jmwh.13472,False,None,None
1526-9523,36683203,10.1111/jmwh.13463,False,None,None
1526-9523,36658770,10.1111/jmwh.13462,False,None,None
1526-9523,36655813,10.1111/jmwh.13467,False,None,None
1526-9523,36655748,10.1111/jmwh.13464,False,None,None
1526-9523,36637112,10.1111/jmwh.13457,False,None,None
1526-9523,36617738,10.1111/jmwh.13449,False,None,None
1526-9523,36606662,10.1111/jmwh.13466,False,None,None
1526-9523,36606661,10.1111/jmwh.13465,False,None,None
1526-9523,36565235,10.1111/jmwh.13461,False,PMC10089952,None
1526-9523,36565224,10.1111/jmwh.13459,False,None,None
1526-9523,36565212,10.1111/jmwh.13445,False,PMC9880685,None
1526-9523,36533775,10.1111/jmwh.13440,False,None,None
1526-9523,36533637,10.1111/jmwh.13456,False,PMC10107324,None
1526-9523,36527403,10.1111/jmwh.13455,False,None,None
1526-9523,36527402,10.1111/jmwh.13453,False,None,None
1526-9523,36527401,10.1111/jmwh.13454,False,None,None
1526-9523,36527400,10.1111/jmwh.13451,False,None,None
1526-9523,36527399,10.1111/jmwh.13450,False,None,None
1526-9523,36527398,10.1111/jmwh.13458,False,None,None
1526-9523,36527397,10.1111/jmwh.13442,False,PMC10108168,None
1526-9523,36527395,10.1111/jmwh.13447,False,None,None
1526-9523,36527394,10.1111/jmwh.13444,False,PMC10015792,None
1526-9523,36504479,10.1111/jmwh.13446,False,PMC10107776,None
1526-9523,36480673,10.1111/jmwh.13420,False,None,None
1526-9523,36480672,10.1111/jmwh.13421,False,None,None
1526-9523,36480671,10.1111/jmwh.13430,False,None,None
1526-9523,36480670,10.1111/jmwh.13428,False,None,None
1526-9523,36480669,10.1111/jmwh.13417,False,None,None
1526-9523,36480668,10.1111/jmwh.13429,False,None,None
1526-9523,36480667,10.1111/jmwh.13426,False,None,None
1526-9523,36480666,10.1111/jmwh.13427,False,None,None
1526-9523,36480665,10.1111/jmwh.13424,False,PMC10107927,None
1526-9523,36480664,10.1111/jmwh.13425,False,None,None
1526-9523,36480663,10.1111/jmwh.13422,False,None,None
1526-9523,36480662,10.1111/jmwh.13423,False,None,None
1526-9523,36480661,10.1111/jmwh.13419,False,None,None
1526-9523,36480161,10.1111/jmwh.13439,False,PMC10107204,None
1526-9523,36480019,10.1111/jmwh.13438,False,PMC10107514,None
1526-9523,36471539,10.1111/jmwh.13448,False,None,None
1526-9523,36471490,10.1111/jmwh.13443,False,None,None
1526-9523,36448667,10.1111/jmwh.13435,False,None,None
1526-9523,36448665,10.1111/jmwh.13452,False,None,None
1526-9523,36433815,10.1111/jmwh.13441,False,PMC10099526,None
1526-9523,36433698,10.1111/jmwh.13436,False,PMC10239291,None
1526-9523,36433687,10.1111/jmwh.13437,False,None,None
1526-9523,36426893,10.1111/jmwh.13432,False,None,None
1526-9523,36426881,10.1111/jmwh.13418,False,None,None
1526-9523,36383473,10.1111/jmwh.13413,False,None,None
1526-9523,36370053,10.1111/jmwh.13414,False,PMC10098777,None
1526-9523,36322615,10.1111/jmwh.13408,False,None,None
1526-9523,36269042,10.1111/jmwh.13415,False,None,None
1526-9523,36269037,10.1111/jmwh.13407,False,None,None
1526-9523,36269023,10.1111/jmwh.13416,False,None,None
1526-9523,36117403,10.1111/jmwh.13403,False,None,None
1526-9523,36083856,10.1111/jmwh.13402,False,PMC10087184,None
1526-9523,35246926,10.1111/jmwh.13352,False,None,None
1526-9523,35246916,10.1111/jmwh.13351,False,None,None
1526-9523,35188343,10.1111/jmwh.13348,False,None,None
1876-1399,37360663,10.1016/j.ecns.2023.04.006,True,PMC10150196,None
1876-1399,37101654,10.1016/j.ecns.2023.03.007,True,PMC10073590,None
1876-1399,36743129,10.1016/j.ecns.2022.10.004,True,PMC9859761,None
1876-1399,36317065,10.1016/j.ecns.2021.09.003,True,PMC9603821,None
1876-1399,36168405,10.1016/j.ecns.2022.09.005,True,PMC9500088,None
1876-1399,36032356,10.1016/j.ecns.2022.06.007,True,PMC9398893,None
1876-1399,35308178,10.1016/j.ecns.2022.03.001,True,PMC8919769,None
0363-3624,37467148,10.1097/NNE.0000000000001477,False,None,None
0363-3624,37442123,10.1097/NNE.0000000000001483,False,None,None
0363-3624,37442122,10.1097/NNE.0000000000001480,False,None,None
0363-3624,37442120,10.1097/NNE.0000000000001481,False,None,None
0363-3624,37442117,10.1097/NNE.0000000000001478,False,None,None
0363-3624,37348141,10.1097/NNE.0000000000001471,False,None,None
0363-3624,37348140,10.1097/NNE.0000000000001470,False,None,None
0363-3624,37348139,10.1097/NNE.0000000000001473,False,None,None
0363-3624,37348138,10.1097/NNE.0000000000001472,False,None,None
0363-3624,37348135,10.1097/NNE.0000000000001476,False,None,None
0363-3624,37348077,10.1097/NNE.0000000000001474,False,None,None
0363-3624,37348073,10.1097/NNE.0000000000001475,False,None,None
0363-3624,37290123,10.1097/NNE.0000000000001467,False,None,None
0363-3624,37276528,10.1097/NNE.0000000000001465,False,None,None
0363-3624,37276507,10.1097/NNE.0000000000001462,False,None,None
0363-3624,37276506,10.1097/NNE.0000000000001466,False,None,None
0363-3624,37276505,10.1097/NNE.0000000000001469,False,None,None
0363-3624,37276504,10.1097/NNE.0000000000001464,False,None,None
0363-3624,37276500,10.1097/NNE.0000000000001461,False,None,None
0363-3624,37276494,10.1097/NNE.0000000000001463,False,None,None
0363-3624,37276493,10.1097/NNE.0000000000001468,False,None,None
0363-3624,37229722,10.1097/NNE.0000000000001458,False,None,None
0363-3624,37229717,10.1097/NNE.0000000000001455,False,None,None
0363-3624,37229702,10.1097/NNE.0000000000001442,False,None,None
0363-3624,37229701,10.1097/NNE.0000000000001456,False,None,None
0363-3624,37229700,10.1097/NNE.0000000000001447,False,None,None
0363-3624,37229699,10.1097/NNE.0000000000001457,False,None,None
0363-3624,37229697,10.1097/NNE.0000000000001460,False,None,None
0363-3624,37229696,10.1097/NNE.0000000000001459,False,None,None
0363-3624,37163861,10.1097/NNE.0000000000001449,False,None,None
0363-3624,37163860,10.1097/NNE.0000000000001453,False,None,None
0363-3624,37163773,10.1097/NNE.0000000000001452,False,None,None
0363-3624,37163771,10.1097/NNE.0000000000001451,False,None,None
0363-3624,37163769,10.1097/NNE.0000000000001448,False,None,None
0363-3624,37163768,10.1097/NNE.0000000000001450,False,None,None
0363-3624,37163767,10.1097/NNE.0000000000001434,False,None,None
0363-3624,37163755,10.1097/NNE.0000000000001454,False,None,None
0363-3624,37133231,10.1097/NNE.0000000000001446,False,None,None
0363-3624,37133226,10.1097/NNE.0000000000001439,False,None,None
0363-3624,37130360,10.1097/NNE.0000000000001431,False,None,None
0363-3624,37130359,10.1097/NNE.0000000000001444,False,None,None
0363-3624,37130358,10.1097/NNE.0000000000001443,False,None,None
0363-3624,37130357,10.1097/NNE.0000000000001437,False,None,None
0363-3624,37130213,10.1097/NNE.0000000000001440,False,None,None
0363-3624,37130212,10.1097/NNE.0000000000001438,False,None,None
0363-3624,37130211,10.1097/NNE.0000000000001445,False,None,None
0363-3624,37130200,10.1097/NNE.0000000000001441,False,None,None
0363-3624,37130198,10.1097/NNE.0000000000001433,False,None,None
0363-3624,37130197,10.1097/NNE.0000000000001436,False,None,None
0363-3624,37129974,10.1097/NNE.0000000000001435,False,None,None
0363-3624,37129973,10.1097/NNE.0000000000001429,False,None,None
0363-3624,37129964,10.1097/NNE.0000000000001432,False,None,None
0363-3624,37129955,10.1097/NNE.0000000000001430,False,None,None
0363-3624,37104055,10.1097/NNE.0000000000001417,False,None,None
0363-3624,37104054,10.1097/NNE.0000000000001426,False,None,None
0363-3624,37104051,10.1097/NNE.0000000000001427,False,None,None
0363-3624,37104050,10.1097/NNE.0000000000001428,False,None,None
0363-3624,37104049,10.1097/NNE.0000000000001425,False,None,None
0363-3624,37074957,10.1097/NNE.0000000000001419,False,None,None
0363-3624,37058416,10.1097/NNE.0000000000001409,False,None,None
0363-3624,37058413,10.1097/NNE.0000000000001406,False,PMC10298126,None
0363-3624,37058412,10.1097/NNE.0000000000001397,False,None,None
0363-3624,37043716,10.1097/NNE.0000000000001390,False,None,None
0363-3624,37043297,10.1097/NNE.0000000000001420,False,None,None
0363-3624,37043293,10.1097/NNE.0000000000001421,False,None,None
0363-3624,37043292,10.1097/NNE.0000000000001415,False,None,None
0363-3624,37043291,10.1097/NNE.0000000000001424,False,None,None
0363-3624,37043289,10.1097/NNE.0000000000001423,False,None,None
0363-3624,37043282,10.1097/NNE.0000000000001422,False,None,None
0363-3624,37043278,10.1097/NNE.0000000000001418,False,None,None
0363-3624,37043265,10.1097/NNE.0000000000001416,False,None,None
0363-3624,37011640,10.1097/NNE.0000000000001414,False,None,None
0363-3624,37011636,10.1097/NNE.0000000000001411,False,None,None
0363-3624,37011594,10.1097/NNE.0000000000001412,False,None,None
0363-3624,37010319,10.1097/NNE.0000000000001402,False,None,None
0363-3624,37000918,10.1097/NNE.0000000000001413,False,None,None
0363-3624,37000916,10.1097/NNE.0000000000001408,False,None,None
0363-3624,37000905,10.1097/NNE.0000000000001404,False,None,None
0363-3624,37000901,10.1097/NNE.0000000000001410,False,None,None
0363-3624,37000866,10.1097/NNE.0000000000001405,False,None,None
0363-3624,37000858,10.1097/NNE.0000000000001407,False,None,None
0363-3624,37000842,10.1097/NNE.0000000000001403,False,None,None
0363-3624,36916984,10.1097/NNE.0000000000001391,False,None,None
0363-3624,36881485,10.1097/NNE.0000000000001400,False,None,None
0363-3624,36881476,10.1097/NNE.0000000000001399,False,None,None
0363-3624,36881473,10.1097/NNE.0000000000001398,False,None,None
0363-3624,36881470,10.1097/NNE.0000000000001401,False,None,None
0363-3624,36881469,10.1097/NNE.0000000000001393,False,None,None
0363-3624,36877994,10.1097/NNE.0000000000001394,False,None,None
0363-3624,36877991,10.1097/NNE.0000000000001395,False,None,None
0363-3624,36877986,10.1097/NNE.0000000000001386,False,PMC10296978,None
0363-3624,36877984,10.1097/NNE.0000000000001392,False,PMC10296985,None
0363-3624,36877983,10.1097/NNE.0000000000001385,False,None,None
0363-3624,36877982,10.1097/NNE.0000000000001388,False,None,None
0363-3624,36877981,10.1097/NNE.0000000000001387,False,None,None
0363-3624,36857770,10.1097/NNE.0000000000001389,False,None,None
0363-3624,36857602,10.1097/NNE.0000000000001384,False,None,None
0363-3624,36857598,10.1097/NNE.0000000000001396,False,None,None
0363-3624,36857593,10.1097/NNE.0000000000001383,False,None,None
0363-3624,36857572,10.1097/NNE.0000000000001382,False,None,None
0363-3624,36822169,10.1097/NNE.0000000000001380,False,None,None
0363-3624,36822155,10.1097/NNE.0000000000001374,False,None,None
0363-3624,36809289,10.1097/NNE.0000000000001366,False,None,None
0363-3624,36809288,10.1097/NNE.0000000000001282,False,None,None
0363-3624,36809287,10.1097/NNE.0000000000001281,False,None,None
0363-3624,36808106,10.1097/NNE.0000000000001381,False,None,None
0363-3624,36807285,10.1097/NNE.0000000000001379,False,None,None
0363-3624,36806307,10.1097/NNE.0000000000001375,False,None,None
0363-3624,36752621,10.1097/NNE.0000000000001376,False,None,None
0363-3624,36749967,10.1097/NNE.0000000000001372,False,None,None
0363-3624,36749966,10.1097/NNE.0000000000001371,False,None,None
0363-3624,36749964,10.1097/NNE.0000000000001369,False,None,None
0363-3624,36749963,10.1097/NNE.0000000000001368,False,None,None
0363-3624,36749961,10.1097/NNE.0000000000001378,False,None,None
0363-3624,36749960,10.1097/NNE.0000000000001370,False,None,None
0363-3624,36749954,10.1097/NNE.0000000000001373,False,None,None
0363-3624,36749953,10.1097/NNE.0000000000001377,False,None,None
0363-3624,36731092,10.1097/NNE.0000000000001304,False,None,None
0363-3624,36730983,10.1097/NNE.0000000000001311,False,None,None
0363-3624,36730976,10.1097/NNE.0000000000001309,False,None,None
0363-3624,36730903,10.1097/NNE.0000000000001312,False,None,None
0363-3624,36730684,10.1097/NNE.0000000000001330,False,None,None
0363-3624,36730668,10.1097/NNE.0000000000001329,False,None,None
0363-3624,36730649,10.1097/NNE.0000000000001326,False,None,None
0363-3624,36730644,10.1097/NNE.0000000000001335,False,None,None
0363-3624,36730639,10.1097/NNE.0000000000001322,False,None,None
0363-3624,36730633,10.1097/NNE.0000000000001332,False,None,None
0363-3624,36730632,10.1097/NNE.0000000000001334,False,None,None
0363-3624,36730625,10.1097/NNE.0000000000001324,False,None,None
0363-3624,36730622,10.1097/NNE.0000000000001325,False,None,None
0363-3624,36730604,10.1097/NNE.0000000000001321,False,PMC10144262,None
0363-3624,36730039,10.1097/NNE.0000000000001336,False,None,None
0363-3624,36730031,10.1097/NNE.0000000000001320,False,PMC9936842,None
0363-3624,36729930,10.1097/NNE.0000000000001333,False,PMC10144315,None
0363-3624,36729878,10.1097/NNE.0000000000001351,False,None,None
0363-3624,36729872,10.1097/NNE.0000000000001340,False,None,None
0363-3624,36729868,10.1097/NNE.0000000000001341,False,None,None
0363-3624,36729866,10.1097/NNE.0000000000001350,False,None,None
0363-3624,36729853,10.1097/NNE.0000000000001348,False,None,None
0363-3624,36729675,10.1097/NNE.0000000000001339,False,None,None
0363-3624,36729671,10.1097/NNE.0000000000001342,False,PMC9936843,None
0363-3624,36729661,10.1097/NNE.0000000000001345,False,None,None
0363-3624,36729047,10.1097/NNE.0000000000001346,False,None,None
0363-3624,36728635,10.1097/NNE.0000000000001353,False,None,None
0363-3624,36728606,10.1097/NNE.0000000000001354,False,None,None
0363-3624,36728587,10.1097/NNE.0000000000001364,False,None,None
0363-3624,36728512,10.1097/NNE.0000000000001365,False,None,None
0363-3624,36728499,10.1097/NNE.0000000000001358,False,None,None
0363-3624,36728482,10.1097/NNE.0000000000001344,False,None,None
0363-3624,36728481,10.1097/NNE.0000000000001363,False,None,None
0363-3624,36728108,10.1097/NNE.0000000000001362,False,None,None
0363-3624,36728100,10.1097/NNE.0000000000001359,False,None,None
0363-3624,36728083,10.1097/NNE.0000000000001357,False,None,None
0363-3624,36728079,10.1097/NNE.0000000000001349,False,None,None
0363-3624,36728015,10.1097/NNE.0000000000001355,False,None,None
0363-3624,36727986,10.1097/NNE.0000000000001367,False,None,None
0363-3624,36727980,10.1097/NNE.0000000000001360,False,PMC10298127,None
0363-3624,36661405,10.1097/NNE.0000000000001356,False,None,None
0363-3624,36638537,10.1097/NNE.0000000000001361,False,None,None
0363-3624,36574730,10.1097/NNE.0000000000001352,False,None,None
0363-3624,36538669,10.1097/NNE.0000000000001343,False,None,None
0363-3624,36481726,10.1097/NNE.0000000000001347,False,None,None
0363-3624,36477353,10.1097/NNE.0000000000001276,False,None,None
0363-3624,36477352,10.1097/NNE.0000000000001280,False,None,None
0363-3624,36477351,10.1097/NNE.0000000000001262,False,None,None
0363-3624,36477350,10.1097/NNE.0000000000001269,False,None,None
0363-3624,36450277,10.1097/NNE.0000000000001327,False,None,None
0363-3624,36450273,10.1097/NNE.0000000000001338,False,None,None
0363-3624,36450272,10.1097/NNE.0000000000001337,False,None,None
0363-3624,36409622,10.1097/NNE.0000000000001323,False,PMC9936968,None
0363-3624,36383074,10.1097/NNE.0000000000001331,False,None,None
0363-3624,36383073,10.1097/NNE.0000000000001328,False,None,None
0363-3624,36332228,10.1097/NNE.0000000000001316,False,PMC9936970,None
0363-3624,36332204,10.1097/NNE.0000000000001318,False,None,None
0363-3624,36305665,10.1097/NNE.0000000000001319,False,None,None
0363-3624,36287082,10.1097/NNE.0000000000001317,False,None,None
0363-3624,36223265,10.1097/NNE.0000000000001315,False,None,None
0363-3624,36223262,10.1097/NNE.0000000000001314,False,None,None
0363-3624,36223258,10.1097/NNE.0000000000001295,False,None,None
0363-3624,36223256,10.1097/NNE.0000000000001313,False,None,None
0363-3624,36223255,10.1097/NNE.0000000000001310,False,None,None
0363-3624,36223212,10.1097/NNE.0000000000001308,False,None,None
0363-3624,36137292,10.1097/NNE.0000000000001287,False,None,None
0363-3624,36137291,10.1097/NNE.0000000000001306,False,None,None
0363-3624,36137289,10.1097/NNE.0000000000001294,False,None,None
0363-3624,36137288,10.1097/NNE.0000000000001292,False,None,None
0363-3624,36137287,10.1097/NNE.0000000000001303,False,None,None
0363-3624,36137285,10.1097/NNE.0000000000001297,False,PMC9974546,None
0363-3624,36137282,10.1097/NNE.0000000000001300,False,None,None
0363-3624,36137235,10.1097/NNE.0000000000001305,False,None,None
0363-3624,36137234,10.1097/NNE.0000000000001307,False,None,None
0363-3624,36137232,10.1097/NNE.0000000000001293,False,None,None
0363-3624,36137214,10.1097/NNE.0000000000001290,False,None,None
0363-3624,36126172,10.1097/NNE.0000000000001289,False,None,None
0363-3624,36126162,10.1097/NNE.0000000000001291,False,None,None
0363-3624,36112926,10.1097/NNE.0000000000001286,False,None,None
0363-3624,36108298,10.1097/NNE.0000000000001288,False,None,None
0363-3624,36108297,10.1097/NNE.0000000000001296,False,None,None
0363-3624,36108296,10.1097/NNE.0000000000001298,False,None,None
0363-3624,36108295,10.1097/NNE.0000000000001301,False,None,None
